INTERNO	DESCRICAO	QUANTIDADE	CODIGO EAN
14368	SAIA J. YOUNG SA963	7	7900230157563,00
372	SAIA OPPNUS 5815	1	SEM GTIN
3163	SAIA VECCHI 1612	1	SEM GTIN
4093	SAIA VECCHI 1809	1	SEM GTIN
284	SAIA VECCHI 1810	1	SEM GTIN
3875	SAIA VECCHI 1811	2	SEM GTIN
2868	SAIA VECCHI 1812	1	SEM GTIN
3416	SAIA VECCHI 1812	1	SEM GTIN
5824	SAIA VECCHI 1826	1	SEM GTIN
8286	SAIA VECCHI 2002	1	7894502476592,00
13823	SAIA VECCHI 2010	4	7890750003245,00
117	SAIA VECCHI 2018	1	7894502476707,00
8287	SAIA VECCHI 2029	1	7894502478084,00
8200	SAIA VECCHI 2032	2	7894502477728,00
2546	SAIA VECCHI 2033	1	7894502477780,00
9648	SAIA VECCHI 2034	1	7894502477841,00
13829	SAIA VECCHI 2175	3	7890750030760,00
3083	SAIA VECCHI 2180	2	7890750030968,00
13830	SAIA VECCHI 2195	1	7890750032665,00
13824	SAIA VECCHI 2199	4	7890750033006,00
4938	SHORT 121245	3	7900072043031,00
4939	SHORT B. BIVIK 46775, 46808,47583	1	7899653402711,00
16884	SHORT B. DOCE TRAMA 103265	2	7898469559114,00
25844	SHORT B. OPOSICAO FEM. 76790	7	7900203501027,00
4940	SHORT B. OPOSICAO FEM. 76810	4	7909474473125,00
25840	SHORT B. OPOSICAO FEM. 76812	4	7900203500921,00
14655	SHORT B. OPOSICAO FEM. 77556	4	7900203502383,00
3439	SHORT B. YOUNG 715	8	7900230125135,00
20683	SHORT B. YOUNG 734	3	7900230125395,00
22861	SHORT B. YOUNG 743	4	sh74346
14493	SHORT B. YOUNG 754	6	7900230112418,00
24101	SHORT B. YOUNG 757	9	7900230112807,00
11502	SHORT B. YOUNG 790	5	7900230154104,00
4937	SHORT B. YOUNG 791	2	7900230159666,00
4444	SHORT B. YOUNG FEM. 717	3	SEM GTIN
24819	SHORT B. YOUNG FEM. 776	6	7900230140268,00
1935	SHORT B. YOUNG LYCRA 614	1	SEM GTIN
24807	SHORT B. YOUNG LYCRA 741	3	7900230125500,00
20647	SHORT B. YOUNG LYCRA 748	3	mc74844
11215	SHORT B. YOUNG LYCRA 753	2	SH75348
23551	SHORT B. YOUNG LYCRA 766	6	SEM GTIN
273	SHORT BORDAMAT	3	SEM GTIN
6144	SHORT COTTON SELENE 24847	6	7891290934235,00
6546	SHORT DOCE TRAMA 101287	1	7898469222070,00
11572	SHORT DOCE TRAMA 101404	5	7898469115969,00
23885	SHORT DOCE TRAMA 101896	1	7900096170164,00
15454	SHORT DOCE TRAMA 102924	1	7898469507252,00
16911	SHORT DOCE TRAMA 103201	1	7898469575039,00
18226	SHORT DOCE TRAMA 103506	1	7898469592791,00
18261	SHORT DOCE TRAMA 103511	3	7898469592784,00
17870	SHORT DOCE TRAMA 103608	1	7898469595099,00
18983	SHORT DOCE TRAMA 103729	1	7898469997053,00
18940	SHORT DOCE TRAMA 103824	1	7898469653935,00
19970	SHORT DOCE TRAMA 103933	1	7898469671410,00
19463	SHORT DOCE TRAMA 104050	6	7900096023897,00
19545	SHORT DOCE TRAMA 104077	2	7900096007392,00
21771	SHORT DOCE TRAMA 104412	6	7900096079214,00
7533	SHORT DOCE TRAMA 104470	3	7900096144035,00
24077	SHORT DOCE TRAMA 104655	2	7900096142376,00
24085	SHORT DOCE TRAMA 104926	1	7900096172816,00
23292	SHORT DOCE TRAMA 105053	1	7900096177286,00
24091	SHORT DOCE TRAMA 105067	3	7900096164507,00
24076	SHORT DOCE TRAMA 105129	2	7900096187490,00
23295	SHORT DOCE TRAMA 105148	2	7900096174308,00
14518	SHORT DOCE TRAMA 106404	4	7900096438691,00
13727	SHORT DOCE TRAMA 200798	1	7898469439898,00
18936	SHORT DOCE TRAMA 201415	5	7898469645282,00
19973	SHORT DOCE TRAMA 201490	1	7898469553693,00
19450	SHORT DOCE TRAMA 201557	1	7900096031984,00
6011	SHORT DOLL INF. CENSATO 671	4	7898507234072,00
12005	SHORT DOLL PAZ 12366	1	7898462175915,00
12008	SHORT DOLL PAZ 12444	1	7898462177414,00
12011	SHORT DOLL PAZ 12468	1	7898462177919,00
12568	SHORT DULOREN 239182	3	7891364835963,00
19435	SHORT DULOREN 724534	2	7891364916549,00
16654	SHORT ELITE 1266	3	7892888745196,00
24305	SHORT ELITE 129356	6	7892888764913,00
24321	SHORT ELITE 129372	9	7892888859916,00
24298	SHORT ELITE 129374	7	7892888860868,00
24297	SHORT ELITE 129381	3	7892888866778,00
19156	SHORT ELITE 129404	11	7892888984946,00
4913	SHORT ELITE 19541	1	7892888401610,00
6582	SHORT ELITE 31187	1	7892888230623,00
7066	SHORT ELITE 31421	11	7892888470838,00
12333	SHORT ELITE 31433	2	7892888625917,00
14537	SHORT ELITE 31460	2	7892888469245,00
16655	SHORT ELITE 31472	6	7892888743468,00
652	SHORT ELITE 31481	3	7892888835279,00
267	SHORT ELITE 31486	2	7892888891411,00
20815	SHORT ELITE 31501	3	7892888611019,00
24304	SHORT ELITE 31516	14	7892888805357,00
24290	SHORT ELITE 31517	12	7892888811693,00
8489	SHORT ELITE 31532	4	7892888237936,00
7101	SHORT ELITE 33673	1	7892888355227,00
12183	SHORT ELITE 33694	2	7892888650292,00
12182	SHORT ELITE 33698	2	7892888696443,00
14516	SHORT ELITE 33703	1	7892888470425,00
16659	SHORT ELITE 33709	3	7892888610814,00
6584	SHORT ELITE 33720	4	7892888840167,00
10688	SHORT ELITE 33722	3	7892888879969,00
6153	SHORT ELITE 33723	5	7892888891107,00
20812	SHORT ELITE 33732	7	7892888593599,00
7104	SHORT ELITE 33733	4	7892888610500,00
24320	SHORT ELITE 33738	13	7892888873301,00
24312	SHORT ELITE 33739	6	7892888873912,00
9198	SHORT ELITE 33740	7	7892888991159,00
24285	SHORT ELITE EG-EG4 1050	20	7892888498559,00
375	SHORT ELITE EG1-EG2 31521	1	7892888994686,00
13397	SHORT ELITE EG1-EG3 31520	1	7892888889630,00
682	SHORT ELITE EG1-EG3 34400	4	7892888477684,00
4227	SHORT ELITE P-EG 1052	16	7892888010973,00
4455	SHORT ELITE P-EG1 1226	1	7892888950064,00
6089	SHORT ELITE P-EG1 1227	2	7892888950903,00
120	SHORT ELITE P-G 1270	6	7892888778439,00
4936	SHORT ELITE P-G 34400	12	7892888477646,00
7099	SHORT ELITE P-GG 1050	61	7892888725693,00
8847	SHORT ELITE P-GG 129197	3	7892888719944,00
6585	SHORT ELITE P-GG 31123	9	7892888724160,00
10537	SHORT ELITE P-GG 31520	6	7892888889722,00
24328	SHORT ELITE P-GG 31521	4	7892888894115,00
7817	SHORT ELITE P33658	4	7892888937447,00
3994	SHORT FEM. YOUNG LYCRA 6964	1	SEM GTIN
25524	SHORT FITNESS BIOGAS 68077	6	1234568884768,00
6464	SHORT J. AION 102066	1	731030090817,00
5454	SHORT J. AION 102075	1	731260090844,00
3054	SHORT J. AION 102738	1	SEM GTIN
477	SHORT J. AION 1436, 1284	1	SEM GTIN
268	SHORT J. BIVIK LYCRA 49109, 8466	1	8466006400139,00
18913	SHORT J. DOCE TRAMA 103697	4	7898469655854,00
23266	SHORT J. DOCE TRAMA 105070	3	7900096183607,00
23270	SHORT J. DOCE TRAMA 105147	2	7900096147487,00
23271	SHORT J. DOCE TRAMA 201871	3	7900096146800,00
2529	SHORT J. OPOSICAO 33910	1	7909314240146,00
137	SHORT J. OPOSICAO 41384	1	7909451417524,00
19908	SHORT J. OPOSICAO 65327	2	7909888347296,00
18453	SHORT J. OPOSICAO 66209	2	7909888251210,00
20798	SHORT J. OPOSICAO 67783	3	7909888528572,00
20801	SHORT J. OPOSICAO 67792	3	7909888527698,00
20802	SHORT J. OPOSICAO 67810	3	7909888528701,00
8704	SHORT J. OPOSICAO 76805	1	7900203501102,00
12566	SHORT J. OPOSICAO 76811	4	7900203500730,00
5844	SHORT J. OPOSICAO LYCRA 36126	1	7909314540666,00
14296	SHORT J. OPPNUS 005	1	9820043951289,00
15409	SHORT J. OPPNUS 069	1	9820044047011,00
16222	SHORT J. OPPNUS 071	1	9820044050943,00
536	SHORT J. SAWARY	1	SEM GTIN
5129	SHORT J. SAWARY LYCR218303,219771,223437	2	7895782027887,00
272	SHORT J. YOUNG 6434	1	SEM GTIN
14369	SHORT J. YOUNG 658	1	SEM GTIN
5623	SHORT J. YOUNG 6962	1	SEM GTIN
9556	SHORT J. YOUNG 768	2	SH76842
25846	SHORT J. YOUNG 783	8	7900230151790,00
4245	SHORT J. YOUNG 794	6	7900230169191,00
8703	SHORT J. YOUNG FEM. 759	1	7900230113217,00
6111	SHORT J. YOUNG LYCRA 3886	1	SEM GTIN
6630	SHORT J. YOUNG LYCRA 3951	1	SEM GTIN
6501	SHORT J. YOUNG LYCRA 626	1	SEM GTIN
20460	SHORT J. YOUNG LYCRA 721	1	sh&2138
13272	SHORT J. YOUNG LYCRA 722	1	SEM GTIN
18025	SHORT J. YOUNG LYCRA 741	1	mC&$138
4087	SHORT J. YOUNG LYCRA 755	2	SH76636
3123	SHORT J. YOUNG LYCRA 756	4	SEM GTIN
24858	SHORT J. YOUNG LYCRA 758	1	7900230112975,00
22653	SHORT J. YOUNG LYCRA 759	2	SH75940
22656	SHORT J. YOUNG LYCRA 763	1	SH76336
20274	SHORT J. YOUNG SH712	2	sH&1236
20258	SHORT J. YOUNG SH724	3	SH72438
6058	SHORT J. YOUNG SH785	1	7900230162154,00
25517	SHORT MICROFIBRA BIOGAS G1-G4 61065	7	1234568092323,00
25515	SHORT MICROFIBRA BIOGAS P-G 61065	11	1234567923307,00
4226	SHORT NYLON PL, DELMAG	1	SEM GTIN
4574	SHORT NYLON TOPPER MASTER	2	7891109258132,00
20799	SHORT OPOSICAO 67786	2	7909888558821,00
2382	SHORT OXFORD DA JOON	1	SEM GTIN
12332	SHORT SAIA ELITE 119964	2	7892888701802,00
274	SHORT SAIA ELITE P-GG 119368	1	7892888981310,00
991	SHORT SAIA J. AION 1906, 2334	2	800900099776,00
7513	SHORT SELENE 20831	1	7891290759821,00
19382	SHORT SELENE 20922	8	7891290006321,00
25158	SHORT SELENE 20923	9	7891290109947,00
19032	SHORT SELENE 20924	16	7891290958934,00
18308	SHORT SELENE 24807	3	7891290936017,00
15544	SHORT SELENE 24823	1	7891290876641,00
16980	SHORT SELENE 24850	10	7891290838663,00
19379	SHORT SELENE 30045	1	7891290006581,00
10289	SHORT TEC-TEL AMIL 1553	9	7898661208957,00
14471	SHORT TEC-TEL AMIL 1621	12	7898671319537,00
19384	SHORT TEC-TEL AMIL 1665	4	7908280749387,00
14486	SHORT TEC-TEL AMIL 1708	5	7908280746973,00
14488	SHORT TEC-TEL AMIL 1715	22	7908280744108,00
19386	SHORT TEC-TEL AMIL 1735	3	7908280763215,00
19391	SHORT TEC-TEL AMIL 1757	16	7908280771258,00
19399	SHORT TEC-TEL AMIL 1792	8	7908280790402,00
17679	SHORT UAI BRASIL A117	6	7899183514946,00
22607	SHORT UAI BRASIL A118	8	7899183534111,00
20295	SHORT UAI BRASIL A465	9	7899183525218,00
22610	SHORT UAI BRASIL A466	5	7899183534760,00
22644	SHORT UAI BRASIL C600	1	7899183548286,00
266	SHORT UMBRO 1240	2	SEM GTIN
2953	SHORT UMBRO 957, 220	1	SEM GTIN
23550	SHORT YOUNG 787	6	7900230162123,00
7068	SHORT/SAIA TORPEDO	1	SEM GTIN
8060	SHORTJ. YOUNG SH784	8	7900230169139,00
25820	SHORTS SAIA DOCE TRAMA 106439	3	7900096442964,00
18238	SOBRETUDO DOCE TRAMA 201341	1	7898469609628,00
18662	SUETER ML. YOUNG 146	2	SEM GTIN
18663	SUETER ML. YOUNG 149	1	SEM GTIN
24824	SUETER ML. YOUNG 183	2	SEM GTIN
24825	SUETER ML. YOUNG 185	1	SEM GTIN
24823	SUETER ML. YOUNG 190	3	SEM GTIN
16912	TOP DOCE TRAMA 103638	2	7898469992508,00
16917	TOP DOCE TRAMA 103750	2	7898469991556,00
19544	TOP DOCE TRAMA 103986	6	7900096026522,00
22046	TOP DOCE TRAMA 104422	3	7900096058141,00
23894	TOP DOCE TRAMA 105161	1	7900096183720,00
16920	TOP ELITE 129477	8	7892888355654,00
25849	TOP ELITE EG1-EG3 129476	3	7892888351885,00
25848	TOP ELITE P-GG 129476	8	7892888351939,00
20804	TOP J. DOCE TRAMA 104308	1	7900096051906,00
23889	TOP J. DOCE TRAMA 105011	2	7900096147913,00
21455	TOP J. OPOSICAO 67843	2	7909888531251,00
22814	TOP SELENE C/ BOJO 24625	1	7891290064918,00
22816	TOP SELENE C/ BOJO 24632	1	7891290065762,00
19020	TOP SELENE C/ BOJO 24869	1	7891290957159,00
19371	TORNOZELEIRA PENALTY KNIT XXIII	9	7909342626011,00
19290	TORNOZELEIRA PENALTY NEOPRENE IV	18	7909342192905,00
24966	TOUCA CABELO TELA 	3	7898398832302,00
296	TOUCA ESTAMPADA 021	4	SEM GTIN
1690	TOUCA FEM. BORDADA XH99	7	SEM GTIN
3278	TOUCA LA PRETA B-1	1	SEM GTIN
5079	VEST. ADORA 6341, 6370, 6446	1	SEM GTIN
2608	VEST. B. OPOSICAO 79018	2	7900203497047,00
204	VEST. DOCE TRAMA 100506	2	7898469065837,00
7537	VEST. DOCE TRAMA 101172	1	7898469222766,00
10409	VEST. DOCE TRAMA 101243	2	7898469226870,00
17871	VEST. DOCE TRAMA 101276	1	7898469620234,00
14283	VEST. DOCE TRAMA 102611	1	7898469462285,00
13735	VEST. DOCE TRAMA 102738	1	7898469442355,00
15433	VEST. DOCE TRAMA 102820	2	7898469501229,00
15442	VEST. DOCE TRAMA 102859	1	7898469508884,00
15449	VEST. DOCE TRAMA 102894	1	7898469504220,00
17866	VEST. DOCE TRAMA 103481	1	7898469621385,00
18259	VEST. DOCE TRAMA 103503	1	7898469611201,00
9997	VEST. DOCE TRAMA 103678	2	7898469638994,00
14697	VEST. DOCE TRAMA 103792	1	7898469993130,00
18988	VEST. DOCE TRAMA 103899	1	7898469998715,00
20402	VEST. DOCE TRAMA 104100	1	7900096015441,00
19462	VEST. DOCE TRAMA 104265	3	7900096017353,00
21763	VEST. DOCE TRAMA 104358	1	7900096051241,00
20827	VEST. DOCE TRAMA 104377	1	7900096088124,00
20836	VEST. DOCE TRAMA 104432	1	7900096070648,00
22050	VEST. DOCE TRAMA 104605	1	7900096066092,00
23892	VEST. DOCE TRAMA 104985	2	7900096183959,00
24080	VEST. DOCE TRAMA 105016	1	7900096163173,00
24088	VEST. DOCE TRAMA 105016	2	7900096180170,00
23290	VEST. DOCE TRAMA 105045	1	7900096199356,00
10393	VEST. DOCE TRAMA 105096	3	7900096187414,00
9227	VEST. DOCE TRAMA 105106	6	7900096198649,00
23896	VEST. DOCE TRAMA 105109	2	7900096183157,00
25818	VEST. DOCE TRAMA 106217	3	7900096424601,00
25822	VEST. DOCE TRAMA 106247	3	7900096407642,00
25823	VEST. DOCE TRAMA 106260	3	7900096442629,00
25813	VEST. DOCE TRAMA 106419	4	7900096407451,00
25807	VEST. DOCE TRAMA 106424	3	7900096444449,00
10401	VEST. DOCE TRAMA 200064	2	7898469218493,00
14547	VEST. DOCE TRAMA 200850	1	7898469446544,00
21791	VEST. DOCE TRAMA 201622	2	7900096069277,00
20864	VEST. DOCE TRAMA 201712	1	7900096080173,00
374	VEST. DOCE TRAMA 201937	1	7900096152054,00
23296	VEST. DOCE TRAMA 201944	2	7900096199615,00
23284	VEST. DOCE TRAMA 201951	1	7900096203510,00
17009	VEST. DOCE TRAMA 6302512	1	7898469582105,00
7553	VEST. DOCE TRAMA 8681, 9382	1	7898469693092,00
4495	VEST. DOCE TRAMA 8945, 9400	1	7898469700424,00
7548	VEST. DOCE TRAMA 9845, 10588	1	7898469836987,00
6540	VEST. J. OPOSICAO 76822	1	7900203502185,00
6508	VEST. J. SAWARY 224883	1	7895782464415,00
1637	VEST. MIXUS, 30214	1	7899343463626,00
966	VEST. NONATA 48, 100, 307, 1786, 33673	1	SEM GTIN
6535	VEST. NONATA 7952, 707, 011	1	SEM GTIN
2330	VEST. NONATA GREAT 713	1	SEM GTIN
8109	VEST. NONATA GREAT 76368	1	SEM GTIN
313	VEST. NONATA GREAT 827	3	SEM GTIN
3542	VEST. NONATA GREAT 830, 831	1	SEM GTIN
6156	VEST. NONATA GREAT 943	1	SEM GTIN
6132	VEST. OPOSICAO 76833	2	7900203499355,00
6536	VEST. POTY RO TUBINHO 14236	1	7891760384034,00
17396	VEST. R/N IAZE 28001	1	SEM GTIN
17403	VEST. R/N IAZE 28016	3	SEM GTIN
19333	VEST. R/N IAZE 30041	1	7898948028834,00
22465	VEST. R/N IAZE 31009	1	7898948032138,00
22477	VEST. R/N IAZE 31033	2	7898948032367,00
22480	VEST. R/N IAZE 31040	5	7898948032435,00
22470	VEST. R/N IAZE 32048	4	7898948034385,00
22474	VEST. R/N IAZE 32059	3	7898948034491,00
6544	VEST. SAGO 14106	1	SEM GTIN
6133	VEST. SAMONE 036	1	SEM GTIN
4479	VEST. TORPEDO 	1	SEM GTIN
5336	VEST. VERSIGION 143	4	SEM GTIN
